GenreIds,Id,OriginalLanguage,OriginalTitle,Overview,Popularity,ReleaseDate,Title,VoteAverage,VoteCount
"[27, 878, 53]",820609,en,No One Will Save You,An exiled anxiety-ridden homebody must battle an alien who's found its way into her home.,253.014,2023-09-22,No One Will Save You,6.8,622
"[28, 80, 18]",1157049,ja,次元大介,The legendary gunman Daisuke Jigen comes to Japan to have his pistol examined.,252.262,2023-10-13,Jigen Daisuke,6.3,8
"[14, 28, 12]",455476,en,Knights of the Zodiac,"When a headstrong street orphan, Seiya, in search of his abducted sister unwittingly taps into hidden powers, he discovers he might be the only person alive who can protect a reincarnated goddess, sent to watch over humanity. Can he let his past go and embrace his destiny to become a Knight of the Zodiac?",251.506,2023-04-27,Knights of the Zodiac,6.6,855
"[16, 12, 28, 14]",900667,ja,ONE PIECE FILM RED,"Uta — the most beloved singer in the world. Her voice, which she sings with while concealing her true identity, has been described as “otherworldly.” She will appear in public for the first time at a live concert. As the venue fills with all kinds of Uta fans — excited pirates, the Navy watching closely, and the Straw Hats led by Luffy who simply came to enjoy her sonorous performance — the voice that the whole world has been waiting for is about to resound.",247.744,2022-08-06,One Piece Film Red,7.3,751
"[14, 16, 10751]",9479,en,The Nightmare Before Christmas,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",239.91,1993-10-09,The Nightmare Before Christmas,7.8,8578
"[18, 36, 10752]",680133,bn,মুজিব: একটি জাতির রূপকার,"Biopic on the father of the nation of Bangladesh, Sheikh Mujibur Rahman. The film will showcase his growing up as a child to his standing up against all injustice in his youth to fighting for the independence of his country. How he led a country to it's independence with his inspirational presence and fight for the justice.",239.782,2023-10-27,Mujib: The Making of a Nation,0,0
"[10751, 35, 28, 12]",790493,en,Spy Kids: Armageddon,"When the children of the world’s greatest secret agents unwittingly help a powerful game developer unleash a computer virus that gives him control of all technology, they must become spies themselves to save their parents and the world.",236.817,2023-09-22,Spy Kids: Armageddon,6.3,82
"[28, 53]",697843,en,Extraction 2,"Tasked with extracting a family who is at the mercy of a Georgian gangster, Tyler Rake infiltrates one of the world's deadliest prisons in order to save them. But when the extraction gets hot, and the gangster dies in the heat of battle, his equally ruthless brother tracks down Rake and his team to Vienna, in order to get revenge.",236.58,2023-06-09,Extraction 2,7.5,1874
"[28, 9648, 53, 878]",536437,en,Hypnotic,A detective becomes entangled in a mystery involving his missing daughter and a secret government program while investigating a string of reality-bending crimes.,235.558,2023-05-11,Hypnotic,6.4,663
"[878, 28, 53]",670292,en,The Creator,"Amid a future war between the human race and the forces of artificial intelligence, a hardened ex-special forces agent grieving the disappearance of his wife, is recruited to hunt down and kill the Creator, the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war—and mankind itself.",234.522,2023-09-27,The Creator,7.1,425
[27],800198,en,Know Fear,"After discovering an ancient book of the occult, a family activates a dangerous ritual forcing each of them to communicate with and fight a demonic force in their own unique way: to see it, hear it or speak to it.",233.741,2022-01-20,Know Fear,6.8,10
"[28, 12, 878]",634649,en,Spider-Man: No Way Home,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",232.857,2021-12-15,Spider-Man: No Way Home,8,18389
[27],9552,en,The Exorcist,"12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.",231.878,1973-12-26,The Exorcist,7.7,7332
"[28, 80, 53]",979275,en,Mob Land,"A sheriff tries to keep the peace when a desperate family man violently robs a pill mill with his brother-in-law, alerting an enforcer for the New Orleans mafia.",225.891,2023-08-04,Mob Land,5.8,41
"[27, 53]",758323,en,The Pope's Exorcist,"Father Gabriele Amorth, Chief Exorcist of the Vatican, investigates a young boy's terrifying possession and ends up uncovering a centuries-old conspiracy the Vatican has desperately tried to keep hidden.",225.108,2023-04-05,The Pope's Exorcist,7.1,2045
"[16, 10751, 14]",14836,en,Coraline,"A young girl discovers an idealized parallel universe behind a secret door in her new home, unaware that it contains a sinister secret.",225.086,2009-02-05,Coraline,7.9,7030
"[16, 28, 80, 9648]",1047041,ja,名探偵コナン 黒鉄の魚影（サブマリン）,The 26th movie entry in the “Detective Conan” franchise.,224.05,2023-04-14,Detective Conan: Black Iron Submarine,6.5,43
"[10749, 14, 16]",3933,en,Corpse Bride,"Set in a 19th-century European village, this stop-motion animation feature follows the story of Victor, a young man whisked away to the underworld and wed to a mysterious corpse bride, while his real bride Victoria waits bereft in the land of the living.",222.679,2005-09-12,Corpse Bride,7.5,8298
"[27, 35]",974931,en,Totally Killer,"When the infamous ""Sweet Sixteen Killer"" returns 35 years after his first murder spree to claim another victim, 17-year-old Jamie accidentally travels back in time to 1987, determined to stop the killer before he can start.",221.914,2023-09-28,Totally Killer,7,333
"[80, 53, 28]",1142740,en,Murder City,A disgraced former cop finds himself working for a ruthless female kingpin to pay off his estranged father’s debt and protect his family.,221.368,2023-06-29,Murder City,7.4,5
"[28, 10752]",963746,ru,1941 жылдың жазы,"Beginning of the Great Patriotic War. Lieutenant Adi Sharipov, together with his platoon, cover the retreat of the regimental headquarters and remain surrounded, behind enemy lines. The enemy drives the squad into the swamp. Fear of the unknown, despondency and doubt haunt the fighters until they realize that waiting and inaction will destroy the squad faster than enemy bullets.",219.778,2022-04-21,Summer 1941,5.1,4
"[16, 10751, 9648, 14, 35]",1146348,en,"Scooby-Doo! And Krypto, Too!","When the Justice League goes missing and villains overrun Metropolis, there's only one team that can solve this mystery: Scooby-Doo and the gang! But wait, there's a new dog in town – Krypto – Superman's Superdog with Super Powers. Mystery Inc. will need all the help it can get when phantoms menace the Justice League's headquarters.",219.674,2023-09-26,"Scooby-Doo! And Krypto, Too!",7.7,40
"[28, 12, 878]",640146,en,Ant-Man and the Wasp: Quantumania,"Super-Hero partners Scott Lang and Hope van Dyne, along with with Hope's parents Janet van Dyne and Hank Pym, and Scott's daughter Cassie Lang, find themselves exploring the Quantum Realm, interacting with strange new creatures and embarking on an adventure that will push them beyond the limits of what they thought possible.",219.402,2023-02-15,Ant-Man and the Wasp: Quantumania,6.4,4080
"[878, 27]",1081400,en,The Mill,"A businessman wakes up beside an ancient grist mill situated in the center of an open-air prison cell with no idea how he got there. Forced to work as a beast of burden to stay alive, he must find a way to escape before the birth of his child.",216.94,2023-10-09,The Mill,6.1,14
"[35, 9648]",1179664,es,Invitación a un Asesinato,"Eccentric millionaire Olivia sends her half sister Agatha, and a group of old acquaintances, a mysterious invitation for a weekend on her yacht, where they will discover the true motive behind this invitation: the celebration of… a murder?",214.942,2023-10-06,A Deadly Invitation,5.7,37
[35],1175306,es,Me Vuelves Loca,"Carolina has a perfect life: she lives in a luxurious house, works in a fashion magazine and is married to a successful publicist. One day everything goes to waste: she discovers that she is sterile, the same day that her husband leaves her for her best friend, who, in addition, is pregnant with him. After the impact of this news, Carolina has a crisis, drinks too much, trips and falls from the second floor of her house, a fact that is interpreted as a suicide attempt.Carolina is interned against her will, in the exclusive psychiatric center Eden. In that place she will meet a group of ""madmen"" who will help her heal and glimpse that her previous life was not so perfect. He also discovers that perhaps the craziest are those outside the psychiatric hospital.",214.731,2023-09-07,Me Vuelves Loca,8.6,85
"[28, 36]",1049951,en,Viking: Bloodlust,A band of vikings are on the run from a blood thirsty group of Berserkers who want to fight to the death.,212.699,2023-04-21,Viking: Bloodlust,7,60
"[12, 28, 878]",299536,en,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",212.277,2018-04-25,Avengers: Infinity War,8.3,27827
"[80, 28, 53]",1152797,pl,Freestyle,"Trying to check out a recording from his debut album, a street rapper and his friend run into trouble when a major drug deal turns into a total disaster for them.",208.082,2023-09-13,Freestyle,6.7,39
"[16, 12]",1061617,pt,Chef Jack: O Cozinheiro Aventureiro,"Chef Jack and his assistant Leonard will travel through the Culinary Islands to participate in the biggest gastronomic competition in the world and, thus, try to defeat their opponents.",208.008,2023-01-19,Chef Jack: The Adventurous Cook,8.2,8
